Initial Cost	Cost	Total iterations	Partial iterations	k	lambda
456824.0	325685.0	1000	100	1.0	0.001
456824.0	281437.0	2000	100	1.0	0.01
456824.0	291645.0	3000	100	1.0	0.1
456824.0	361365.0	4000	100	1.0	1.0
456824.0	334865.0	1000	200	5.0	0.001
456824.0	287210.0	2000	200	5.0	0.01
456824.0	274003.0	3000	200	5.0	0.1
456824.0	351624.0	4000	200	5.0	1.0
456824.0	373331.0	1000	300	25.0	0.001
456824.0	328189.0	2000	300	25.0	0.01
456824.0	265979.0	3000	300	25.0	0.1
456824.0	329570.0	4000	300	25.0	1.0
456824.0	315922.0	1000	400	125.0	0.001
456824.0	281798.0	2000	400	125.0	0.01
456824.0	274211.0	3000	400	125.0	0.1
456824.0	358532.0	4000	400	125.0	1.0
456824.0	339610.0	1000	100	1.0	0.001
456824.0	321473.0	2000	100	1.0	0.01
456824.0	297726.0	3000	100	1.0	0.1
456824.0	343754.0	4000	100	1.0	1.0
456824.0	349784.0	1000	200	5.0	0.001
456824.0	290276.0	2000	200	5.0	0.01
456824.0	291346.0	3000	200	5.0	0.1
456824.0	353168.0	4000	200	5.0	1.0
456824.0	342898.0	1000	300	25.0	0.001
456824.0	269676.0	2000	300	25.0	0.01
456824.0	275801.0	3000	300	25.0	0.1
456824.0	337368.0	4000	300	25.0	1.0
456824.0	351756.0	1000	400	125.0	0.001
456824.0	310258.0	2000	400	125.0	0.01
456824.0	282569.0	3000	400	125.0	0.1
456824.0	333296.0	4000	400	125.0	1.0
456824.0	312681.0	1000	100	1.0	0.001
456824.0	287958.0	2000	100	1.0	0.01
456824.0	302866.0	3000	100	1.0	0.1
456824.0	343632.0	4000	100	1.0	1.0
456824.0	341648.0	1000	200	5.0	0.001
456824.0	285144.0	2000	200	5.0	0.01
456824.0	278310.0	3000	200	5.0	0.1
456824.0	330872.0	4000	200	5.0	1.0
456824.0	319774.0	1000	300	25.0	0.001
456824.0	315194.0	2000	300	25.0	0.01
456824.0	306363.0	3000	300	25.0	0.1
456824.0	296459.0	4000	300	25.0	1.0
456824.0	319907.0	1000	400	125.0	0.001
456824.0	292717.0	2000	400	125.0	0.01
456824.0	272275.0	3000	400	125.0	0.1
456824.0	334714.0	4000	400	125.0	1.0
456824.0	314942.0	1000	100	1.0	0.001
456824.0	298271.0	2000	100	1.0	0.01
456824.0	270154.0	3000	100	1.0	0.1
456824.0	350447.0	4000	100	1.0	1.0
456824.0	369440.0	1000	200	5.0	0.001
456824.0	308569.0	2000	200	5.0	0.01
456824.0	261200.0	3000	200	5.0	0.1
456824.0	353122.0	4000	200	5.0	1.0
456824.0	346332.0	1000	300	25.0	0.001
456824.0	301203.0	2000	300	25.0	0.01
456824.0	290633.0	3000	300	25.0	0.1
456824.0	387311.0	4000	300	25.0	1.0
456824.0	361422.0	1000	400	125.0	0.001
456824.0	276445.0	2000	400	125.0	0.01
456824.0	283700.0	3000	400	125.0	0.1
456824.0	372807.0	4000	400	125.0	1.0
456824.0	380004.0	1000	100	1.0	0.001
456824.0	315775.0	2000	100	1.0	0.01
456824.0	285523.0	3000	100	1.0	0.1
456824.0	349709.0	4000	100	1.0	1.0
456824.0	355478.0	1000	200	5.0	0.001
456824.0	301295.0	2000	200	5.0	0.01
456824.0	287905.0	3000	200	5.0	0.1
456824.0	376137.0	4000	200	5.0	1.0
456824.0	325760.0	1000	300	25.0	0.001
456824.0	287589.0	2000	300	25.0	0.01
456824.0	312600.0	3000	300	25.0	0.1
456824.0	303686.0	4000	300	25.0	1.0
456824.0	342024.0	1000	400	125.0	0.001
456824.0	280487.0	2000	400	125.0	0.01
456824.0	255099.0	3000	400	125.0	0.1
456824.0	353802.0	4000	400	125.0	1.0
456824.0	323907.0	1000	100	1.0	0.001
456824.0	307872.0	2000	100	1.0	0.01
456824.0	279281.0	3000	100	1.0	0.1
456824.0	401596.0	4000	100	1.0	1.0
456824.0	333361.0	1000	200	5.0	0.001
456824.0	292182.0	2000	200	5.0	0.01
456824.0	296951.0	3000	200	5.0	0.1
456824.0	379314.0	4000	200	5.0	1.0
456824.0	336766.0	1000	300	25.0	0.001
456824.0	302604.0	2000	300	25.0	0.01
456824.0	274587.0	3000	300	25.0	0.1
456824.0	332876.0	4000	300	25.0	1.0
456824.0	333704.0	1000	400	125.0	0.001
456824.0	313361.0	2000	400	125.0	0.01
456824.0	302641.0	3000	400	125.0	0.1
456824.0	368358.0	4000	400	125.0	1.0
456824.0	332791.0	1000	100	1.0	0.001
456824.0	302418.0	2000	100	1.0	0.01
456824.0	276448.0	3000	100	1.0	0.1
456824.0	335060.0	4000	100	1.0	1.0
456824.0	324085.0	1000	200	5.0	0.001
456824.0	277702.0	2000	200	5.0	0.01
456824.0	286299.0	3000	200	5.0	0.1
456824.0	329344.0	4000	200	5.0	1.0
456824.0	358517.0	1000	300	25.0	0.001
456824.0	283283.0	2000	300	25.0	0.01
456824.0	278899.0	3000	300	25.0	0.1
456824.0	353149.0	4000	300	25.0	1.0
456824.0	316760.0	1000	400	125.0	0.001
456824.0	309078.0	2000	400	125.0	0.01
456824.0	304808.0	3000	400	125.0	0.1
456824.0	350828.0	4000	400	125.0	1.0
456824.0	326423.0	1000	100	1.0	0.001
456824.0	278317.0	2000	100	1.0	0.01
456824.0	280052.0	3000	100	1.0	0.1
456824.0	354560.0	4000	100	1.0	1.0
456824.0	320283.0	1000	200	5.0	0.001
456824.0	304802.0	2000	200	5.0	0.01
456824.0	293108.0	3000	200	5.0	0.1
456824.0	342326.0	4000	200	5.0	1.0
456824.0	315435.0	1000	300	25.0	0.001
456824.0	295803.0	2000	300	25.0	0.01
456824.0	297498.0	3000	300	25.0	0.1
456824.0	370600.0	4000	300	25.0	1.0
456824.0	329279.0	1000	400	125.0	0.001
456824.0	281860.0	2000	400	125.0	0.01
456824.0	261757.0	3000	400	125.0	0.1
456824.0	348628.0	4000	400	125.0	1.0
456824.0	351480.0	1000	100	1.0	0.001
456824.0	294965.0	2000	100	1.0	0.01
456824.0	265457.0	3000	100	1.0	0.1
456824.0	309721.0	4000	100	1.0	1.0
456824.0	323992.0	1000	200	5.0	0.001
456824.0	292424.0	2000	200	5.0	0.01
456824.0	265826.0	3000	200	5.0	0.1
456824.0	372818.0	4000	200	5.0	1.0
456824.0	311043.0	1000	300	25.0	0.001
456824.0	280858.0	2000	300	25.0	0.01
456824.0	292181.0	3000	300	25.0	0.1
456824.0	349268.0	4000	300	25.0	1.0
456824.0	326475.0	1000	400	125.0	0.001
456824.0	295374.0	2000	400	125.0	0.01
456824.0	283264.0	3000	400	125.0	0.1
456824.0	361805.0	4000	400	125.0	1.0
456824.0	341054.0	1000	100	1.0	0.001
456824.0	291333.0	2000	100	1.0	0.01
456824.0	288431.0	3000	100	1.0	0.1
456824.0	359263.0	4000	100	1.0	1.0
456824.0	337765.0	1000	200	5.0	0.001
456824.0	307885.0	2000	200	5.0	0.01
456824.0	279262.0	3000	200	5.0	0.1
456824.0	392794.0	4000	200	5.0	1.0
456824.0	352375.0	1000	300	25.0	0.001
456824.0	297171.0	2000	300	25.0	0.01
456824.0	250513.0	3000	300	25.0	0.1
456824.0	372835.0	4000	300	25.0	1.0
456824.0	348754.0	1000	400	125.0	0.001
456824.0	306799.0	2000	400	125.0	0.01
456824.0	266878.0	3000	400	125.0	0.1
456824.0	394750.0	4000	400	125.0	1.0
456824.0	314183.0	1000	100	1.0	0.001
456824.0	298138.0	2000	100	1.0	0.01
456824.0	272622.0	3000	100	1.0	0.1
456824.0	332732.0	4000	100	1.0	1.0
456824.0	355426.0	1000	200	5.0	0.001
456824.0	317343.0	2000	200	5.0	0.01
456824.0	270543.0	3000	200	5.0	0.1
456824.0	376037.0	4000	200	5.0	1.0
456824.0	309818.0	1000	300	25.0	0.001
456824.0	318793.0	2000	300	25.0	0.01
456824.0	261949.0	3000	300	25.0	0.1
456824.0	352619.0	4000	300	25.0	1.0
456824.0	337395.0	1000	400	125.0	0.001
456824.0	277457.0	2000	400	125.0	0.01
456824.0	283267.0	3000	400	125.0	0.1
456824.0	344756.0	4000	400	125.0	1.0
456824.0	306010.0	1000	100	1.0	0.001
456824.0	301957.0	2000	100	1.0	0.01
456824.0	275208.0	3000	100	1.0	0.1
456824.0	353187.0	4000	100	1.0	1.0
456824.0	324562.0	1000	200	5.0	0.001
456824.0	301256.0	2000	200	5.0	0.01
456824.0	292540.0	3000	200	5.0	0.1
456824.0	353002.0	4000	200	5.0	1.0
456824.0	364903.0	1000	300	25.0	0.001
456824.0	310553.0	2000	300	25.0	0.01
456824.0	278350.0	3000	300	25.0	0.1
456824.0	327488.0	4000	300	25.0	1.0
456824.0	305186.0	1000	400	125.0	0.001
456824.0	314689.0	2000	400	125.0	0.01
456824.0	290057.0	3000	400	125.0	0.1
456824.0	376221.0	4000	400	125.0	1.0
456824.0	322763.0	1000	100	1.0	0.001
456824.0	286793.0	2000	100	1.0	0.01
456824.0	266206.0	3000	100	1.0	0.1
456824.0	350355.0	4000	100	1.0	1.0
456824.0	346969.0	1000	200	5.0	0.001
456824.0	286310.0	2000	200	5.0	0.01
456824.0	260121.0	3000	200	5.0	0.1
456824.0	331029.0	4000	200	5.0	1.0
456824.0	344025.0	1000	300	25.0	0.001
456824.0	324551.0	2000	300	25.0	0.01
456824.0	276045.0	3000	300	25.0	0.1
456824.0	344687.0	4000	300	25.0	1.0
456824.0	314177.0	1000	400	125.0	0.001
456824.0	300695.0	2000	400	125.0	0.01
456824.0	258460.0	3000	400	125.0	0.1
456824.0	390139.0	4000	400	125.0	1.0
456824.0	345649.0	1000	100	1.0	0.001
456824.0	320268.0	2000	100	1.0	0.01
456824.0	281824.0	3000	100	1.0	0.1
456824.0	319680.0	4000	100	1.0	1.0
456824.0	330318.0	1000	200	5.0	0.001
456824.0	289121.0	2000	200	5.0	0.01
456824.0	273236.0	3000	200	5.0	0.1
456824.0	338965.0	4000	200	5.0	1.0
456824.0	358879.0	1000	300	25.0	0.001
456824.0	300954.0	2000	300	25.0	0.01
456824.0	283660.0	3000	300	25.0	0.1
456824.0	354646.0	4000	300	25.0	1.0
456824.0	370637.0	1000	400	125.0	0.001
456824.0	281195.0	2000	400	125.0	0.01
456824.0	269805.0	3000	400	125.0	0.1
456824.0	361689.0	4000	400	125.0	1.0
456824.0	323330.0	1000	100	1.0	0.001
456824.0	318709.0	2000	100	1.0	0.01
456824.0	257099.0	3000	100	1.0	0.1
456824.0	324377.0	4000	100	1.0	1.0
456824.0	336528.0	1000	200	5.0	0.001
456824.0	311907.0	2000	200	5.0	0.01
456824.0	272101.0	3000	200	5.0	0.1
456824.0	332899.0	4000	200	5.0	1.0
456824.0	325699.0	1000	300	25.0	0.001
456824.0	292060.0	2000	300	25.0	0.01
456824.0	262352.0	3000	300	25.0	0.1
456824.0	358049.0	4000	300	25.0	1.0
456824.0	351240.0	1000	400	125.0	0.001
456824.0	274076.0	2000	400	125.0	0.01
456824.0	265600.0	3000	400	125.0	0.1
456824.0	348201.0	4000	400	125.0	1.0
456824.0	349100.0	1000	100	1.0	0.001
456824.0	280054.0	2000	100	1.0	0.01
456824.0	280156.0	3000	100	1.0	0.1
456824.0	341397.0	4000	100	1.0	1.0
456824.0	319687.0	1000	200	5.0	0.001
456824.0	339821.0	2000	200	5.0	0.01
456824.0	313332.0	3000	200	5.0	0.1
456824.0	357025.0	4000	200	5.0	1.0
456824.0	316169.0	1000	300	25.0	0.001
456824.0	326966.0	2000	300	25.0	0.01
456824.0	270715.0	3000	300	25.0	0.1
456824.0	349282.0	4000	300	25.0	1.0
456824.0	342617.0	1000	400	125.0	0.001
456824.0	336551.0	2000	400	125.0	0.01
456824.0	263616.0	3000	400	125.0	0.1
456824.0	385618.0	4000	400	125.0	1.0
456824.0	350995.0	1000	100	1.0	0.001
456824.0	304072.0	2000	100	1.0	0.01
456824.0	282201.0	3000	100	1.0	0.1
456824.0	348525.0	4000	100	1.0	1.0
456824.0	343246.0	1000	200	5.0	0.001
456824.0	302634.0	2000	200	5.0	0.01
456824.0	263243.0	3000	200	5.0	0.1
456824.0	333352.0	4000	200	5.0	1.0
456824.0	334007.0	1000	300	25.0	0.001
456824.0	291663.0	2000	300	25.0	0.01
456824.0	257825.0	3000	300	25.0	0.1
456824.0	342619.0	4000	300	25.0	1.0
456824.0	324032.0	1000	400	125.0	0.001
456824.0	294036.0	2000	400	125.0	0.01
456824.0	320951.0	3000	400	125.0	0.1
456824.0	342313.0	4000	400	125.0	1.0
456824.0	323059.0	1000	100	1.0	0.001
456824.0	291787.0	2000	100	1.0	0.01
456824.0	272891.0	3000	100	1.0	0.1
456824.0	361624.0	4000	100	1.0	1.0
456824.0	335387.0	1000	200	5.0	0.001
456824.0	336024.0	2000	200	5.0	0.01
456824.0	283451.0	3000	200	5.0	0.1
456824.0	317960.0	4000	200	5.0	1.0
456824.0	343674.0	1000	300	25.0	0.001
456824.0	292030.0	2000	300	25.0	0.01
456824.0	280328.0	3000	300	25.0	0.1
456824.0	322965.0	4000	300	25.0	1.0
456824.0	330992.0	1000	400	125.0	0.001
456824.0	308841.0	2000	400	125.0	0.01
456824.0	256636.0	3000	400	125.0	0.1
456824.0	352335.0	4000	400	125.0	1.0
456824.0	358481.0	1000	100	1.0	0.001
456824.0	285401.0	2000	100	1.0	0.01
456824.0	262747.0	3000	100	1.0	0.1
456824.0	353035.0	4000	100	1.0	1.0
456824.0	320378.0	1000	200	5.0	0.001
456824.0	302389.0	2000	200	5.0	0.01
456824.0	280368.0	3000	200	5.0	0.1
456824.0	345701.0	4000	200	5.0	1.0
456824.0	356187.0	1000	300	25.0	0.001
456824.0	295634.0	2000	300	25.0	0.01
456824.0	300638.0	3000	300	25.0	0.1
456824.0	354667.0	4000	300	25.0	1.0
456824.0	348954.0	1000	400	125.0	0.001
456824.0	289602.0	2000	400	125.0	0.01
456824.0	314503.0	3000	400	125.0	0.1
456824.0	340783.0	4000	400	125.0	1.0
456824.0	321926.0	1000	100	1.0	0.001
456824.0	300132.0	2000	100	1.0	0.01
456824.0	260866.0	3000	100	1.0	0.1
456824.0	362169.0	4000	100	1.0	1.0
456824.0	348434.0	1000	200	5.0	0.001
456824.0	296829.0	2000	200	5.0	0.01
456824.0	254343.0	3000	200	5.0	0.1
456824.0	355059.0	4000	200	5.0	1.0
456824.0	318870.0	1000	300	25.0	0.001
456824.0	296046.0	2000	300	25.0	0.01
456824.0	313976.0	3000	300	25.0	0.1
456824.0	383194.0	4000	300	25.0	1.0
456824.0	322639.0	1000	400	125.0	0.001
456824.0	269872.0	2000	400	125.0	0.01
456824.0	263754.0	3000	400	125.0	0.1
456824.0	343201.0	4000	400	125.0	1.0
456824.0	321623.0	1000	100	1.0	0.001
456824.0	319436.0	2000	100	1.0	0.01
456824.0	268461.0	3000	100	1.0	0.1
456824.0	362812.0	4000	100	1.0	1.0
456824.0	329818.0	1000	200	5.0	0.001
456824.0	293353.0	2000	200	5.0	0.01
456824.0	295610.0	3000	200	5.0	0.1
456824.0	354383.0	4000	200	5.0	1.0
456824.0	320185.0	1000	300	25.0	0.001
456824.0	310222.0	2000	300	25.0	0.01
456824.0	283782.0	3000	300	25.0	0.1
456824.0	340708.0	4000	300	25.0	1.0
456824.0	331388.0	1000	400	125.0	0.001
456824.0	277138.0	2000	400	125.0	0.01
456824.0	276625.0	3000	400	125.0	0.1
456824.0	337054.0	4000	400	125.0	1.0
456824.0	337328.0	1000	100	1.0	0.001
456824.0	296003.0	2000	100	1.0	0.01
456824.0	305674.0	3000	100	1.0	0.1
456824.0	408509.0	4000	100	1.0	1.0
456824.0	320630.0	1000	200	5.0	0.001
456824.0	284075.0	2000	200	5.0	0.01
456824.0	318927.0	3000	200	5.0	0.1
456824.0	330640.0	4000	200	5.0	1.0
456824.0	335771.0	1000	300	25.0	0.001
456824.0	311909.0	2000	300	25.0	0.01
456824.0	294033.0	3000	300	25.0	0.1
456824.0	362624.0	4000	300	25.0	1.0
456824.0	330522.0	1000	400	125.0	0.001
456824.0	284365.0	2000	400	125.0	0.01
456824.0	282508.0	3000	400	125.0	0.1
456824.0	312350.0	4000	400	125.0	1.0
456824.0	332214.0	1000	100	1.0	0.001
456824.0	292288.0	2000	100	1.0	0.01
456824.0	287727.0	3000	100	1.0	0.1
456824.0	356130.0	4000	100	1.0	1.0
456824.0	376689.0	1000	200	5.0	0.001
456824.0	288531.0	2000	200	5.0	0.01
456824.0	263297.0	3000	200	5.0	0.1
456824.0	331649.0	4000	200	5.0	1.0
456824.0	366008.0	1000	300	25.0	0.001
456824.0	274887.0	2000	300	25.0	0.01
456824.0	283192.0	3000	300	25.0	0.1
456824.0	332055.0	4000	300	25.0	1.0
456824.0	335499.0	1000	400	125.0	0.001
456824.0	314195.0	2000	400	125.0	0.01
456824.0	286614.0	3000	400	125.0	0.1
456824.0	358790.0	4000	400	125.0	1.0
456824.0	375600.0	1000	100	1.0	0.001
456824.0	313714.0	2000	100	1.0	0.01
456824.0	286592.0	3000	100	1.0	0.1
456824.0	360663.0	4000	100	1.0	1.0
456824.0	374941.0	1000	200	5.0	0.001
456824.0	287985.0	2000	200	5.0	0.01
456824.0	268138.0	3000	200	5.0	0.1
456824.0	348416.0	4000	200	5.0	1.0
456824.0	333246.0	1000	300	25.0	0.001
456824.0	321740.0	2000	300	25.0	0.01
456824.0	295080.0	3000	300	25.0	0.1
456824.0	343229.0	4000	300	25.0	1.0
456824.0	348473.0	1000	400	125.0	0.001
456824.0	279492.0	2000	400	125.0	0.01
456824.0	287628.0	3000	400	125.0	0.1
456824.0	325591.0	4000	400	125.0	1.0
456824.0	340984.0	1000	100	1.0	0.001
456824.0	291078.0	2000	100	1.0	0.01
456824.0	291349.0	3000	100	1.0	0.1
456824.0	339483.0	4000	100	1.0	1.0
456824.0	325797.0	1000	200	5.0	0.001
456824.0	292217.0	2000	200	5.0	0.01
456824.0	319467.0	3000	200	5.0	0.1
456824.0	369819.0	4000	200	5.0	1.0
456824.0	335180.0	1000	300	25.0	0.001
456824.0	311180.0	2000	300	25.0	0.01
456824.0	271045.0	3000	300	25.0	0.1
456824.0	312772.0	4000	300	25.0	1.0
456824.0	341620.0	1000	400	125.0	0.001
456824.0	327345.0	2000	400	125.0	0.01
456824.0	258492.0	3000	400	125.0	0.1
456824.0	350497.0	4000	400	125.0	1.0
456824.0	338303.0	1000	100	1.0	0.001
456824.0	290689.0	2000	100	1.0	0.01
456824.0	296000.0	3000	100	1.0	0.1
456824.0	359471.0	4000	100	1.0	1.0
456824.0	339839.0	1000	200	5.0	0.001
456824.0	289357.0	2000	200	5.0	0.01
456824.0	313881.0	3000	200	5.0	0.1
456824.0	349593.0	4000	200	5.0	1.0
456824.0	338018.0	1000	300	25.0	0.001
456824.0	315931.0	2000	300	25.0	0.01
456824.0	272622.0	3000	300	25.0	0.1
456824.0	329889.0	4000	300	25.0	1.0
456824.0	373818.0	1000	400	125.0	0.001
456824.0	297183.0	2000	400	125.0	0.01
456824.0	281625.0	3000	400	125.0	0.1
456824.0	394045.0	4000	400	125.0	1.0
456824.0	361756.0	1000	100	1.0	0.001
456824.0	320068.0	2000	100	1.0	0.01
456824.0	285851.0	3000	100	1.0	0.1
456824.0	395625.0	4000	100	1.0	1.0
456824.0	349803.0	1000	200	5.0	0.001
456824.0	313783.0	2000	200	5.0	0.01
456824.0	291788.0	3000	200	5.0	0.1
456824.0	328384.0	4000	200	5.0	1.0
456824.0	336415.0	1000	300	25.0	0.001
456824.0	293729.0	2000	300	25.0	0.01
456824.0	268488.0	3000	300	25.0	0.1
456824.0	344884.0	4000	300	25.0	1.0
456824.0	349645.0	1000	400	125.0	0.001
456824.0	289016.0	2000	400	125.0	0.01
456824.0	296571.0	3000	400	125.0	0.1
456824.0	328453.0	4000	400	125.0	1.0
456824.0	327748.0	1000	100	1.0	0.001
456824.0	281508.0	2000	100	1.0	0.01
456824.0	263621.0	3000	100	1.0	0.1
456824.0	363284.0	4000	100	1.0	1.0
456824.0	339435.0	1000	200	5.0	0.001
456824.0	282107.0	2000	200	5.0	0.01
456824.0	288847.0	3000	200	5.0	0.1
456824.0	371286.0	4000	200	5.0	1.0
456824.0	330763.0	1000	300	25.0	0.001
456824.0	287624.0	2000	300	25.0	0.01
456824.0	285671.0	3000	300	25.0	0.1
456824.0	344331.0	4000	300	25.0	1.0
456824.0	350816.0	1000	400	125.0	0.001
456824.0	346346.0	2000	400	125.0	0.01
456824.0	279893.0	3000	400	125.0	0.1
456824.0	340330.0	4000	400	125.0	1.0
456824.0	308657.0	1000	100	1.0	0.001
456824.0	302232.0	2000	100	1.0	0.01
456824.0	283361.0	3000	100	1.0	0.1
456824.0	336829.0	4000	100	1.0	1.0
456824.0	301973.0	1000	200	5.0	0.001
456824.0	273448.0	2000	200	5.0	0.01
456824.0	245230.0	3000	200	5.0	0.1
456824.0	379007.0	4000	200	5.0	1.0
456824.0	299047.0	1000	300	25.0	0.001
456824.0	283986.0	2000	300	25.0	0.01
456824.0	241712.0	3000	300	25.0	0.1
456824.0	311003.0	4000	300	25.0	1.0
456824.0	333383.0	1000	400	125.0	0.001
456824.0	308103.0	2000	400	125.0	0.01
456824.0	290855.0	3000	400	125.0	0.1
456824.0	376903.0	4000	400	125.0	1.0
456824.0	333468.0	1000	100	1.0	0.001
456824.0	289517.0	2000	100	1.0	0.01
456824.0	281616.0	3000	100	1.0	0.1
456824.0	355321.0	4000	100	1.0	1.0
456824.0	336396.0	1000	200	5.0	0.001
456824.0	280674.0	2000	200	5.0	0.01
456824.0	289144.0	3000	200	5.0	0.1
456824.0	346562.0	4000	200	5.0	1.0
456824.0	336993.0	1000	300	25.0	0.001
456824.0	296173.0	2000	300	25.0	0.01
456824.0	267429.0	3000	300	25.0	0.1
456824.0	312633.0	4000	300	25.0	1.0
456824.0	371869.0	1000	400	125.0	0.001
456824.0	320115.0	2000	400	125.0	0.01
456824.0	275709.0	3000	400	125.0	0.1
456824.0	360491.0	4000	400	125.0	1.0
456824.0	330912.0	1000	100	1.0	0.001
456824.0	306080.0	2000	100	1.0	0.01
456824.0	284276.0	3000	100	1.0	0.1
456824.0	344185.0	4000	100	1.0	1.0
456824.0	293806.0	1000	200	5.0	0.001
456824.0	289983.0	2000	200	5.0	0.01
456824.0	282482.0	3000	200	5.0	0.1
456824.0	380168.0	4000	200	5.0	1.0
456824.0	323523.0	1000	300	25.0	0.001
456824.0	286652.0	2000	300	25.0	0.01
456824.0	277235.0	3000	300	25.0	0.1
456824.0	332086.0	4000	300	25.0	1.0
456824.0	347855.0	1000	400	125.0	0.001
456824.0	286152.0	2000	400	125.0	0.01
456824.0	277695.0	3000	400	125.0	0.1
456824.0	343916.0	4000	400	125.0	1.0
456824.0	335225.0	1000	100	1.0	0.001
456824.0	320491.0	2000	100	1.0	0.01
456824.0	268364.0	3000	100	1.0	0.1
456824.0	329376.0	4000	100	1.0	1.0
456824.0	320232.0	1000	200	5.0	0.001
456824.0	298694.0	2000	200	5.0	0.01
456824.0	295452.0	3000	200	5.0	0.1
456824.0	347750.0	4000	200	5.0	1.0
456824.0	307481.0	1000	300	25.0	0.001
456824.0	305976.0	2000	300	25.0	0.01
456824.0	261731.0	3000	300	25.0	0.1
456824.0	366043.0	4000	300	25.0	1.0
456824.0	353176.0	1000	400	125.0	0.001
456824.0	290443.0	2000	400	125.0	0.01
456824.0	269240.0	3000	400	125.0	0.1
456824.0	358389.0	4000	400	125.0	1.0
456824.0	345762.0	1000	100	1.0	0.001
456824.0	299698.0	2000	100	1.0	0.01
456824.0	276179.0	3000	100	1.0	0.1
456824.0	332512.0	4000	100	1.0	1.0
456824.0	421177.0	1000	200	5.0	0.001
456824.0	314936.0	2000	200	5.0	0.01
456824.0	281639.0	3000	200	5.0	0.1
456824.0	369222.0	4000	200	5.0	1.0
456824.0	340335.0	1000	300	25.0	0.001
456824.0	308611.0	2000	300	25.0	0.01
456824.0	278893.0	3000	300	25.0	0.1
456824.0	340383.0	4000	300	25.0	1.0
456824.0	386435.0	1000	400	125.0	0.001
456824.0	295385.0	2000	400	125.0	0.01
456824.0	280133.0	3000	400	125.0	0.1
456824.0	375114.0	4000	400	125.0	1.0
456824.0	322218.0	1000	100	1.0	0.001
456824.0	270690.0	2000	100	1.0	0.01
456824.0	274187.0	3000	100	1.0	0.1
456824.0	371280.0	4000	100	1.0	1.0
456824.0	323669.0	1000	200	5.0	0.001
456824.0	290851.0	2000	200	5.0	0.01
456824.0	291147.0	3000	200	5.0	0.1
456824.0	350113.0	4000	200	5.0	1.0
456824.0	334293.0	1000	300	25.0	0.001
456824.0	274206.0	2000	300	25.0	0.01
456824.0	271753.0	3000	300	25.0	0.1
456824.0	373596.0	4000	300	25.0	1.0
456824.0	329672.0	1000	400	125.0	0.001
456824.0	330373.0	2000	400	125.0	0.01
456824.0	260260.0	3000	400	125.0	0.1
456824.0	358128.0	4000	400	125.0	1.0
456824.0	347667.0	1000	100	1.0	0.001
456824.0	279928.0	2000	100	1.0	0.01
456824.0	265222.0	3000	100	1.0	0.1
456824.0	335960.0	4000	100	1.0	1.0
456824.0	328320.0	1000	200	5.0	0.001
456824.0	290830.0	2000	200	5.0	0.01
456824.0	262803.0	3000	200	5.0	0.1
456824.0	319452.0	4000	200	5.0	1.0
456824.0	331172.0	1000	300	25.0	0.001
456824.0	365259.0	2000	300	25.0	0.01
456824.0	269002.0	3000	300	25.0	0.1
456824.0	348623.0	4000	300	25.0	1.0
456824.0	357156.0	1000	400	125.0	0.001
456824.0	297921.0	2000	400	125.0	0.01
456824.0	289089.0	3000	400	125.0	0.1
456824.0	324086.0	4000	400	125.0	1.0
456824.0	326273.0	1000	100	1.0	0.001
456824.0	306019.0	2000	100	1.0	0.01
456824.0	325176.0	3000	100	1.0	0.1
456824.0	347279.0	4000	100	1.0	1.0
456824.0	349963.0	1000	200	5.0	0.001
456824.0	288199.0	2000	200	5.0	0.01
456824.0	275845.0	3000	200	5.0	0.1
456824.0	381855.0	4000	200	5.0	1.0
456824.0	343651.0	1000	300	25.0	0.001
456824.0	289824.0	2000	300	25.0	0.01
456824.0	262442.0	3000	300	25.0	0.1
456824.0	339565.0	4000	300	25.0	1.0
456824.0	318533.0	1000	400	125.0	0.001
456824.0	286193.0	2000	400	125.0	0.01
456824.0	302152.0	3000	400	125.0	0.1
456824.0	347913.0	4000	400	125.0	1.0
456824.0	332495.0	1000	100	1.0	0.001
456824.0	328623.0	2000	100	1.0	0.01
456824.0	269791.0	3000	100	1.0	0.1
456824.0	339849.0	4000	100	1.0	1.0
456824.0	340961.0	1000	200	5.0	0.001
456824.0	313733.0	2000	200	5.0	0.01
456824.0	275740.0	3000	200	5.0	0.1
456824.0	360294.0	4000	200	5.0	1.0
456824.0	358437.0	1000	300	25.0	0.001
456824.0	306030.0	2000	300	25.0	0.01
456824.0	283239.0	3000	300	25.0	0.1
456824.0	338429.0	4000	300	25.0	1.0
456824.0	328508.0	1000	400	125.0	0.001
456824.0	290867.0	2000	400	125.0	0.01
456824.0	317332.0	3000	400	125.0	0.1
456824.0	373250.0	4000	400	125.0	1.0
456824.0	354880.0	1000	100	1.0	0.001
456824.0	293973.0	2000	100	1.0	0.01
456824.0	290113.0	3000	100	1.0	0.1
456824.0	377625.0	4000	100	1.0	1.0
456824.0	389869.0	1000	200	5.0	0.001
456824.0	330307.0	2000	200	5.0	0.01
456824.0	279542.0	3000	200	5.0	0.1
456824.0	350466.0	4000	200	5.0	1.0
456824.0	329514.0	1000	300	25.0	0.001
456824.0	304776.0	2000	300	25.0	0.01
456824.0	285059.0	3000	300	25.0	0.1
456824.0	319928.0	4000	300	25.0	1.0
456824.0	329343.0	1000	400	125.0	0.001
456824.0	293028.0	2000	400	125.0	0.01
456824.0	300496.0	3000	400	125.0	0.1
