Initial Cost	Cost	Total iterations	Partial iterations	k	lambda

538412.0	434485.0	1000	100	1.0	0.001

538412.0	460771.0	2000	100	1.0	0.01

538412.0	393735.0	3000	100	1.0	0.1

538412.0	470777.0	4000	100	1.0	1.0

538412.0	455672.0	1000	200	5.0	0.001

538412.0	422572.0	2000	200	5.0	0.01

538412.0	393601.0	3000	200	5.0	0.1

538412.0	480784.0	4000	200	5.0	1.0

538412.0	416223.0	1000	300	25.0	0.001

538412.0	404389.0	2000	300	25.0	0.01

538412.0	417992.0	3000	300	25.0	0.1

538412.0	446344.0	4000	300	25.0	1.0

538412.0	449554.0	1000	400	125.0	0.001

538412.0	395979.0	2000	400	125.0	0.01

538412.0	381108.0	3000	400	125.0	0.1

538412.0	467221.0	4000	400	125.0	1.0

538412.0	448945.0	1000	100	1.0	0.001

538412.0	398209.0	2000	100	1.0	0.01

538412.0	429859.0	3000	100	1.0	0.1

538412.0	477266.0	4000	100	1.0	1.0

538412.0	398301.0	1000	200	5.0	0.001

538412.0	418511.0	2000	200	5.0	0.01

538412.0	455985.0	3000	200	5.0	0.1

538412.0	453336.0	4000	200	5.0	1.0

538412.0	439905.0	1000	300	25.0	0.001

538412.0	402768.0	2000	300	25.0	0.01

538412.0	391204.0	3000	300	25.0	0.1

538412.0	422630.0	4000	300	25.0	1.0

538412.0	468687.0	1000	400	125.0	0.001

538412.0	404985.0	2000	400	125.0	0.01

538412.0	404562.0	3000	400	125.0	0.1

538412.0	449477.0	4000	400	125.0	1.0

538412.0	444532.0	1000	100	1.0	0.001

538412.0	403025.0	2000	100	1.0	0.01

538412.0	402072.0	3000	100	1.0	0.1

538412.0	478307.0	4000	100	1.0	1.0

538412.0	440356.0	1000	200	5.0	0.001

538412.0	414930.0	2000	200	5.0	0.01

538412.0	382137.0	3000	200	5.0	0.1

538412.0	425372.0	4000	200	5.0	1.0

538412.0	451262.0	1000	300	25.0	0.001

538412.0	445232.0	2000	300	25.0	0.01

538412.0	371059.0	3000	300	25.0	0.1

538412.0	468213.0	4000	300	25.0	1.0

538412.0	437686.0	1000	400	125.0	0.001

538412.0	407361.0	2000	400	125.0	0.01

538412.0	368116.0	3000	400	125.0	0.1

538412.0	442496.0	4000	400	125.0	1.0

538412.0	486480.0	1000	100	1.0	0.001

538412.0	418647.0	2000	100	1.0	0.01

538412.0	390909.0	3000	100	1.0	0.1

538412.0	458958.0	4000	100	1.0	1.0

538412.0	425055.0	1000	200	5.0	0.001

538412.0	494770.0	2000	200	5.0	0.01

538412.0	393989.0	3000	200	5.0	0.1

538412.0	437934.0	4000	200	5.0	1.0

538412.0	416417.0	1000	300	25.0	0.001

538412.0	451580.0	2000	300	25.0	0.01

538412.0	347874.0	3000	300	25.0	0.1

538412.0	468257.0	4000	300	25.0	1.0

538412.0	470690.0	1000	400	125.0	0.001

538412.0	405461.0	2000	400	125.0	0.01

538412.0	390056.0	3000	400	125.0	0.1

538412.0	455850.0	4000	400	125.0	1.0

538412.0	444642.0	1000	100	1.0	0.001

538412.0	384077.0	2000	100	1.0	0.01

538412.0	392691.0	3000	100	1.0	0.1

538412.0	467178.0	4000	100	1.0	1.0

538412.0	394305.0	1000	200	5.0	0.001

538412.0	402945.0	2000	200	5.0	0.01

538412.0	372221.0	3000	200	5.0	0.1

538412.0	472129.0	4000	200	5.0	1.0

538412.0	444714.0	1000	300	25.0	0.001

538412.0	418053.0	2000	300	25.0	0.01

538412.0	387635.0	3000	300	25.0	0.1

538412.0	513270.0	4000	300	25.0	1.0

538412.0	473363.0	1000	400	125.0	0.001

538412.0	440931.0	2000	400	125.0	0.01

538412.0	390841.0	3000	400	125.0	0.1

538412.0	459144.0	4000	400	125.0	1.0

538412.0	485935.0	1000	100	1.0	0.001

538412.0	407927.0	2000	100	1.0	0.01

538412.0	379225.0	3000	100	1.0	0.1

538412.0	471368.0	4000	100	1.0	1.0

538412.0	434004.0	1000	200	5.0	0.001

538412.0	441587.0	2000	200	5.0	0.01

538412.0	386343.0	3000	200	5.0	0.1

538412.0	471070.0	4000	200	5.0	1.0

538412.0	438786.0	1000	300	25.0	0.001

538412.0	482442.0	2000	300	25.0	0.01

538412.0	382534.0	3000	300	25.0	0.1

538412.0	482658.0	4000	300	25.0	1.0

538412.0	485137.0	1000	400	125.0	0.001

538412.0	412313.0	2000	400	125.0	0.01

538412.0	405736.0	3000	400	125.0	0.1

538412.0	433823.0	4000	400	125.0	1.0

538412.0	470488.0	1000	100	1.0	0.001

538412.0	420354.0	2000	100	1.0	0.01

538412.0	381306.0	3000	100	1.0	0.1

538412.0	478950.0	4000	100	1.0	1.0

538412.0	428074.0	1000	200	5.0	0.001

538412.0	385346.0	2000	200	5.0	0.01

538412.0	388163.0	3000	200	5.0	0.1

538412.0	456910.0	4000	200	5.0	1.0

538412.0	457450.0	1000	300	25.0	0.001

538412.0	388104.0	2000	300	25.0	0.01

538412.0	390896.0	3000	300	25.0	0.1

538412.0	459715.0	4000	300	25.0	1.0

538412.0	447966.0	1000	400	125.0	0.001

538412.0	403557.0	2000	400	125.0	0.01

538412.0	370562.0	3000	400	125.0	0.1

538412.0	446731.0	4000	400	125.0	1.0

538412.0	414071.0	1000	100	1.0	0.001

538412.0	408122.0	2000	100	1.0	0.01

538412.0	380672.0	3000	100	1.0	0.1

538412.0	460596.0	4000	100	1.0	1.0

538412.0	444590.0	1000	200	5.0	0.001

538412.0	384033.0	2000	200	5.0	0.01

538412.0	393548.0	3000	200	5.0	0.1

538412.0	459115.0	4000	200	5.0	1.0

538412.0	439106.0	1000	300	25.0	0.001

538412.0	410966.0	2000	300	25.0	0.01

538412.0	432369.0	3000	300	25.0	0.1

538412.0	472582.0	4000	300	25.0	1.0

538412.0	432011.0	1000	400	125.0	0.001

538412.0	404634.0	2000	400	125.0	0.01

538412.0	395518.0	3000	400	125.0	0.1

538412.0	420586.0	4000	400	125.0	1.0

538412.0	426175.0	1000	100	1.0	0.001

538412.0	422881.0	2000	100	1.0	0.01

538412.0	367932.0	3000	100	1.0	0.1

538412.0	469364.0	4000	100	1.0	1.0

538412.0	466710.0	1000	200	5.0	0.001

538412.0	400482.0	2000	200	5.0	0.01

538412.0	423919.0	3000	200	5.0	0.1

538412.0	464730.0	4000	200	5.0	1.0

538412.0	471088.0	1000	300	25.0	0.001

538412.0	404025.0	2000	300	25.0	0.01

538412.0	404536.0	3000	300	25.0	0.1

538412.0	444003.0	4000	300	25.0	1.0

538412.0	451609.0	1000	400	125.0	0.001

538412.0	420467.0	2000	400	125.0	0.01

538412.0	405337.0	3000	400	125.0	0.1

538412.0	418766.0	4000	400	125.0	1.0

538412.0	435411.0	1000	100	1.0	0.001

538412.0	402329.0	2000	100	1.0	0.01

538412.0	384495.0	3000	100	1.0	0.1

538412.0	464819.0	4000	100	1.0	1.0

538412.0	492634.0	1000	200	5.0	0.001

538412.0	392078.0	2000	200	5.0	0.01

538412.0	390021.0	3000	200	5.0	0.1

538412.0	432891.0	4000	200	5.0	1.0

538412.0	452371.0	1000	300	25.0	0.001

538412.0	414728.0	2000	300	25.0	0.01

538412.0	391936.0	3000	300	25.0	0.1

538412.0	407934.0	4000	300	25.0	1.0

538412.0	422938.0	1000	400	125.0	0.001

538412.0	395031.0	2000	400	125.0	0.01

538412.0	399594.0	3000	400	125.0	0.1

538412.0	460625.0	4000	400	125.0	1.0

538412.0	468411.0	1000	100	1.0	0.001

538412.0	427511.0	2000	100	1.0	0.01

538412.0	367069.0	3000	100	1.0	0.1

538412.0	472542.0	4000	100	1.0	1.0

538412.0	444448.0	1000	200	5.0	0.001

538412.0	414908.0	2000	200	5.0	0.01

538412.0	424442.0	3000	200	5.0	0.1

538412.0	461568.0	4000	200	5.0	1.0

538412.0	429066.0	1000	300	25.0	0.001

538412.0	401607.0	2000	300	25.0	0.01

538412.0	393665.0	3000	300	25.0	0.1

538412.0	437074.0	4000	300	25.0	1.0

538412.0	454900.0	1000	400	125.0	0.001

538412.0	415276.0	2000	400	125.0	0.01

538412.0	407537.0	3000	400	125.0	0.1

538412.0	454515.0	4000	400	125.0	1.0

538412.0	466442.0	1000	100	1.0	0.001

538412.0	398871.0	2000	100	1.0	0.01

538412.0	404080.0	3000	100	1.0	0.1

538412.0	439964.0	4000	100	1.0	1.0

538412.0	459122.0	1000	200	5.0	0.001

538412.0	418190.0	2000	200	5.0	0.01

538412.0	390306.0	3000	200	5.0	0.1

538412.0	469520.0	4000	200	5.0	1.0

538412.0	481897.0	1000	300	25.0	0.001

538412.0	391578.0	2000	300	25.0	0.01

538412.0	381386.0	3000	300	25.0	0.1

538412.0	496810.0	4000	300	25.0	1.0

538412.0	433631.0	1000	400	125.0	0.001

538412.0	400729.0	2000	400	125.0	0.01

538412.0	362635.0	3000	400	125.0	0.1

538412.0	499311.0	4000	400	125.0	1.0

251584.0	191886.0	1000	100	1.0	0.001

251584.0	173432.0	2000	100	1.0	0.01

251584.0	173803.0	3000	100	1.0	0.1

251584.0	170896.0	4000	100	1.0	1.0

251584.0	168722.0	1000	200	5.0	0.001

251584.0	171729.0	2000	200	5.0	0.01

251584.0	160153.0	3000	200	5.0	0.1

251584.0	224413.0	4000	200	5.0	1.0

251584.0	166943.0	1000	300	25.0	0.001

251584.0	172923.0	2000	300	25.0	0.01

251584.0	165035.0	3000	300	25.0	0.1

251584.0	166147.0	4000	300	25.0	1.0

251584.0	205050.0	1000	400	125.0	0.001

251584.0	157775.0	2000	400	125.0	0.01

251584.0	179519.0	3000	400	125.0	0.1

251584.0	181782.0	4000	400	125.0	1.0

251584.0	171420.0	1000	100	1.0	0.001

251584.0	146735.0	2000	100	1.0	0.01

251584.0	150998.0	3000	100	1.0	0.1

251584.0	163792.0	4000	100	1.0	1.0

251584.0	178957.0	1000	200	5.0	0.001

251584.0	155900.0	2000	200	5.0	0.01

251584.0	145678.0	3000	200	5.0	0.1

251584.0	246036.0	4000	200	5.0	1.0

251584.0	176167.0	1000	300	25.0	0.001

251584.0	169390.0	2000	300	25.0	0.01

251584.0	143618.0	3000	300	25.0	0.1

251584.0	168305.0	4000	300	25.0	1.0

251584.0	196844.0	1000	400	125.0	0.001

251584.0	167822.0	2000	400	125.0	0.01

251584.0	150255.0	3000	400	125.0	0.1

251584.0	179789.0	4000	400	125.0	1.0

251584.0	181105.0	1000	100	1.0	0.001

251584.0	149099.0	2000	100	1.0	0.01

251584.0	140228.0	3000	100	1.0	0.1

251584.0	208237.0	4000	100	1.0	1.0

251584.0	167242.0	1000	200	5.0	0.001

251584.0	182635.0	2000	200	5.0	0.01

251584.0	135612.0	3000	200	5.0	0.1

251584.0	216259.0	4000	200	5.0	1.0

251584.0	212332.0	1000	300	25.0	0.001

251584.0	170115.0	2000	300	25.0	0.01

251584.0	171267.0	3000	300	25.0	0.1

251584.0	180143.0	4000	300	25.0	1.0

251584.0	182962.0	1000	400	125.0	0.001

251584.0	167986.0	2000	400	125.0	0.01

251584.0	143235.0	3000	400	125.0	0.1

251584.0	219820.0	4000	400	125.0	1.0

251584.0	180792.0	1000	100	1.0	0.001

251584.0	183018.0	2000	100	1.0	0.01

251584.0	217518.0	3000	100	1.0	0.1

251584.0	179762.0	4000	100	1.0	1.0

251584.0	212401.0	1000	200	5.0	0.001

251584.0	187787.0	2000	200	5.0	0.01

251584.0	137348.0	3000	200	5.0	0.1

251584.0	198210.0	4000	200	5.0	1.0

251584.0	186571.0	1000	300	25.0	0.001

251584.0	185479.0	2000	300	25.0	0.01

251584.0	164659.0	3000	300	25.0	0.1

251584.0	231157.0	4000	300	25.0	1.0

251584.0	173747.0	1000	400	125.0	0.001

251584.0	185795.0	2000	400	125.0	0.01

251584.0	189902.0	3000	400	125.0	0.1

251584.0	192328.0	4000	400	125.0	1.0

251584.0	177616.0	1000	100	1.0	0.001

251584.0	159534.0	2000	100	1.0	0.01

251584.0	183218.0	3000	100	1.0	0.1

251584.0	257535.0	4000	100	1.0	1.0

251584.0	190621.0	1000	200	5.0	0.001

251584.0	160996.0	2000	200	5.0	0.01

251584.0	158565.0	3000	200	5.0	0.1

251584.0	186975.0	4000	200	5.0	1.0

251584.0	221763.0	1000	300	25.0	0.001

251584.0	154330.0	2000	300	25.0	0.01

251584.0	141031.0	3000	300	25.0	0.1

251584.0	175370.0	4000	300	25.0	1.0

251584.0	173285.0	1000	400	125.0	0.001

251584.0	174826.0	2000	400	125.0	0.01

251584.0	201132.0	3000	400	125.0	0.1

251584.0	190140.0	4000	400	125.0	1.0

251584.0	193195.0	1000	100	1.0	0.001

251584.0	158951.0	2000	100	1.0	0.01

251584.0	162737.0	3000	100	1.0	0.1

251584.0	217060.0	4000	100	1.0	1.0

251584.0	181054.0	1000	200	5.0	0.001

251584.0	160283.0	2000	200	5.0	0.01

251584.0	140428.0	3000	200	5.0	0.1

251584.0	192195.0	4000	200	5.0	1.0

251584.0	197317.0	1000	300	25.0	0.001

251584.0	142233.0	2000	300	25.0	0.01

251584.0	143078.0	3000	300	25.0	0.1

251584.0	183433.0	4000	300	25.0	1.0

251584.0	182668.0	1000	400	125.0	0.001

251584.0	211862.0	2000	400	125.0	0.01

251584.0	150636.0	3000	400	125.0	0.1

251584.0	193108.0	4000	400	125.0	1.0

251584.0	166936.0	1000	100	1.0	0.001

251584.0	172122.0	2000	100	1.0	0.01

251584.0	134790.0	3000	100	1.0	0.1

251584.0	181191.0	4000	100	1.0	1.0

251584.0	189647.0	1000	200	5.0	0.001

251584.0	175980.0	2000	200	5.0	0.01

251584.0	138219.0	3000	200	5.0	0.1

251584.0	190501.0	4000	200	5.0	1.0

251584.0	186936.0	1000	300	25.0	0.001

251584.0	195828.0	2000	300	25.0	0.01

251584.0	189125.0	3000	300	25.0	0.1

251584.0	207382.0	4000	300	25.0	1.0

251584.0	191308.0	1000	400	125.0	0.001

251584.0	142710.0	2000	400	125.0	0.01

251584.0	139416.0	3000	400	125.0	0.1

251584.0	193086.0	4000	400	125.0	1.0

251584.0	175093.0	1000	100	1.0	0.001

251584.0	177563.0	2000	100	1.0	0.01

251584.0	142905.0	3000	100	1.0	0.1

251584.0	190523.0	4000	100	1.0	1.0

251584.0	203291.0	1000	200	5.0	0.001

251584.0	153207.0	2000	200	5.0	0.01

251584.0	143540.0	3000	200	5.0	0.1

251584.0	187758.0	4000	200	5.0	1.0

251584.0	171107.0	1000	300	25.0	0.001

251584.0	149403.0	2000	300	25.0	0.01

251584.0	149567.0	3000	300	25.0	0.1

251584.0	198281.0	4000	300	25.0	1.0

251584.0	177642.0	1000	400	125.0	0.001

251584.0	215297.0	2000	400	125.0	0.01

251584.0	140270.0	3000	400	125.0	0.1

251584.0	182697.0	4000	400	125.0	1.0

251584.0	179465.0	1000	100	1.0	0.001

251584.0	170941.0	2000	100	1.0	0.01

251584.0	134637.0	3000	100	1.0	0.1

251584.0	180050.0	4000	100	1.0	1.0

251584.0	179672.0	1000	200	5.0	0.001

251584.0	146057.0	2000	200	5.0	0.01

251584.0	184396.0	3000	200	5.0	0.1

251584.0	180898.0	4000	200	5.0	1.0

251584.0	196896.0	1000	300	25.0	0.001

251584.0	197043.0	2000	300	25.0	0.01

251584.0	146334.0	3000	300	25.0	0.1

251584.0	187223.0	4000	300	25.0	1.0

251584.0	215520.0	1000	400	125.0	0.001

251584.0	150779.0	2000	400	125.0	0.01

251584.0	171831.0	3000	400	125.0	0.1

251584.0	183746.0	4000	400	125.0	1.0

251584.0	189843.0	1000	100	1.0	0.001

251584.0	196754.0	2000	100	1.0	0.01

251584.0	149898.0	3000	100	1.0	0.1

251584.0	220941.0	4000	100	1.0	1.0

251584.0	180195.0	1000	200	5.0	0.001

251584.0	157475.0	2000	200	5.0	0.01

251584.0	163710.0	3000	200	5.0	0.1

251584.0	181535.0	4000	200	5.0	1.0

251584.0	173590.0	1000	300	25.0	0.001

251584.0	152610.0	2000	300	25.0	0.01

251584.0	131727.0	3000	300	25.0	0.1

251584.0	164178.0	4000	300	25.0	1.0

251584.0	165567.0	1000	400	125.0	0.001

251584.0	151761.0	2000	400	125.0	0.01

251584.0	143275.0	3000	400	125.0	0.1

251584.0	175108.0	4000	400	125.0	1.0

251584.0	179306.0	1000	100	1.0	0.001

251584.0	155390.0	2000	100	1.0	0.01

251584.0	163857.0	3000	100	1.0	0.1

251584.0	170720.0	4000	100	1.0	1.0

251584.0	183249.0	1000	200	5.0	0.001

251584.0	206927.0	2000	200	5.0	0.01

251584.0	181168.0	3000	200	5.0	0.1

251584.0	211567.0	4000	200	5.0	1.0

251584.0	172223.0	1000	300	25.0	0.001

251584.0	155114.0	2000	300	25.0	0.01

251584.0	180298.0	3000	300	25.0	0.1

251584.0	171034.0	4000	300	25.0	1.0

251584.0	227056.0	1000	400	125.0	0.001

251584.0	145366.0	2000	400	125.0	0.01

251584.0	142298.0	3000	400	125.0	0.1

251584.0	182426.0	4000	400	125.0	1.0

251584.0	174587.0	1000	100	1.0	0.001

251584.0	149540.0	2000	100	1.0	0.01

251584.0	179753.0	3000	100	1.0	0.1

251584.0	202837.0	4000	100	1.0	1.0

251584.0	246015.0	1000	200	5.0	0.001

251584.0	150907.0	2000	200	5.0	0.01

251584.0	131429.0	3000	200	5.0	0.1

251584.0	197010.0	4000	200	5.0	1.0

251584.0	184528.0	1000	300	25.0	0.001

251584.0	154055.0	2000	300	25.0	0.01

251584.0	150545.0	3000	300	25.0	0.1

251584.0	163630.0	4000	300	25.0	1.0

251584.0	161053.0	1000	400	125.0	0.001

251584.0	143412.0	2000	400	125.0	0.01

251584.0	149150.0	3000	400	125.0	0.1

251584.0	194478.0	4000	400	125.0	1.0

251584.0	178132.0	1000	100	1.0	0.001

251584.0	161589.0	2000	100	1.0	0.01

251584.0	138302.0	3000	100	1.0	0.1

251584.0	153806.0	4000	100	1.0	1.0

251584.0	177473.0	1000	200	5.0	0.001

251584.0	160992.0	2000	200	5.0	0.01

251584.0	152568.0	3000	200	5.0	0.1

251584.0	174646.0	4000	200	5.0	1.0

251584.0	189645.0	1000	300	25.0	0.001

251584.0	161844.0	2000	300	25.0	0.01

251584.0	144739.0	3000	300	25.0	0.1

251584.0	177477.0	4000	300	25.0	1.0

251584.0	205454.0	1000	400	125.0	0.001

251584.0	155021.0	2000	400	125.0	0.01

251584.0	150864.0	3000	400	125.0	0.1

251584.0	183856.0	4000	400	125.0	1.0

251584.0	154012.0	1000	100	1.0	0.001

251584.0	187050.0	2000	100	1.0	0.01

251584.0	187434.0	3000	100	1.0	0.1

251584.0	180375.0	4000	100	1.0	1.0

251584.0	175333.0	1000	200	5.0	0.001

251584.0	223644.0	2000	200	5.0	0.01

251584.0	146312.0	3000	200	5.0	0.1

251584.0	177615.0	4000	200	5.0	1.0

251584.0	169092.0	1000	300	25.0	0.001

251584.0	173361.0	2000	300	25.0	0.01

251584.0	157108.0	3000	300	25.0	0.1

251584.0	174453.0	4000	300	25.0	1.0

251584.0	161169.0	1000	400	125.0	0.001

251584.0	156170.0	2000	400	125.0	0.01

251584.0	178824.0	3000	400	125.0	0.1

251584.0	181834.0	4000	400	125.0	1.0

251584.0	181465.0	1000	100	1.0	0.001

251584.0	152324.0	2000	100	1.0	0.01

251584.0	146454.0	3000	100	1.0	0.1

251584.0	221022.0	4000	100	1.0	1.0

251584.0	176902.0	1000	200	5.0	0.001

251584.0	143044.0	2000	200	5.0	0.01

251584.0	142589.0	3000	200	5.0	0.1

251584.0	180414.0	4000	200	5.0	1.0

251584.0	182932.0	1000	300	25.0	0.001

251584.0	170376.0	2000	300	25.0	0.01

251584.0	139757.0	3000	300	25.0	0.1

251584.0	194364.0	4000	300	25.0	1.0

251584.0	174479.0	1000	400	125.0	0.001

251584.0	166898.0	2000	400	125.0	0.01

251584.0	184410.0	3000	400	125.0	0.1

251584.0	184105.0	4000	400	125.0	1.0

251584.0	174073.0	1000	100	1.0	0.001

251584.0	155438.0	2000	100	1.0	0.01

251584.0	132787.0	3000	100	1.0	0.1

251584.0	185806.0	4000	100	1.0	1.0

251584.0	177675.0	1000	200	5.0	0.001

251584.0	214380.0	2000	200	5.0	0.01

251584.0	140890.0	3000	200	5.0	0.1

251584.0	207010.0	4000	200	5.0	1.0

251584.0	191213.0	1000	300	25.0	0.001

251584.0	157286.0	2000	300	25.0	0.01

251584.0	155646.0	3000	300	25.0	0.1

251584.0	186092.0	4000	300	25.0	1.0

251584.0	205680.0	1000	400	125.0	0.001

251584.0	192876.0	2000	400	125.0	0.01

251584.0	152278.0	3000	400	125.0	0.1

251584.0	176051.0	4000	400	125.0	1.0

251584.0	168459.0	1000	100	1.0	0.001

251584.0	153405.0	2000	100	1.0	0.01

251584.0	142405.0	3000	100	1.0	0.1

251584.0	210360.0	4000	100	1.0	1.0

251584.0	184318.0	1000	200	5.0	0.001

251584.0	159502.0	2000	200	5.0	0.01

251584.0	148186.0	3000	200	5.0	0.1

251584.0	197863.0	4000	200	5.0	1.0

251584.0	165406.0	1000	300	25.0	0.001

251584.0	154917.0	2000	300	25.0	0.01

251584.0	142478.0	3000	300	25.0	0.1

251584.0	192577.0	4000	300	25.0	1.0

251584.0	160583.0	1000	400	125.0	0.001

251584.0	161175.0	2000	400	125.0	0.01

251584.0	245276.0	3000	400	125.0	0.1

251584.0	198238.0	4000	400	125.0	1.0

251584.0	204772.0	1000	100	1.0	0.001

251584.0	153726.0	2000	100	1.0	0.01

251584.0	163021.0	3000	100	1.0	0.1

251584.0	200806.0	4000	100	1.0	1.0

251584.0	172242.0	1000	200	5.0	0.001

251584.0	185389.0	2000	200	5.0	0.01

251584.0	137104.0	3000	200	5.0	0.1

251584.0	167128.0	4000	200	5.0	1.0

251584.0	204367.0	1000	300	25.0	0.001

251584.0	146355.0	2000	300	25.0	0.01

251584.0	138136.0	3000	300	25.0	0.1

251584.0	176808.0	4000	300	25.0	1.0

251584.0	183192.0	1000	400	125.0	0.001

251584.0	155674.0	2000	400	125.0	0.01

251584.0	147814.0	3000	400	125.0	0.1

251584.0	175762.0	4000	400	125.0	1.0

251584.0	178354.0	1000	100	1.0	0.001

251584.0	158256.0	2000	100	1.0	0.01

251584.0	162642.0	3000	100	1.0	0.1

251584.0	199393.0	4000	100	1.0	1.0

251584.0	182225.0	1000	200	5.0	0.001

251584.0	195465.0	2000	200	5.0	0.01

251584.0	142259.0	3000	200	5.0	0.1

251584.0	167592.0	4000	200	5.0	1.0

251584.0	184634.0	1000	300	25.0	0.001

251584.0	138585.0	2000	300	25.0	0.01

251584.0	134962.0	3000	300	25.0	0.1

251584.0	193315.0	4000	300	25.0	1.0

251584.0	176660.0	1000	400	125.0	0.001

251584.0	155477.0	2000	400	125.0	0.01

251584.0	143910.0	3000	400	125.0	0.1

251584.0	200168.0	4000	400	125.0	1.0

251584.0	169015.0	1000	100	1.0	0.001

251584.0	162468.0	2000	100	1.0	0.01

251584.0	167210.0	3000	100	1.0	0.1

251584.0	178439.0	4000	100	1.0	1.0

251584.0	253973.0	1000	200	5.0	0.001

251584.0	147843.0	2000	200	5.0	0.01

251584.0	172878.0	3000	200	5.0	0.1

251584.0	236312.0	4000	200	5.0	1.0

251584.0	189957.0	1000	300	25.0	0.001

251584.0	156931.0	2000	300	25.0	0.01

251584.0	149125.0	3000	300	25.0	0.1

251584.0	224620.0	4000	300	25.0	1.0

251584.0	212911.0	1000	400	125.0	0.001

251584.0	173794.0	2000	400	125.0	0.01

251584.0	163044.0	3000	400	125.0	0.1

251584.0	184199.0	4000	400	125.0	1.0

251584.0	191870.0	1000	100	1.0	0.001

251584.0	145378.0	2000	100	1.0	0.01

251584.0	141238.0	3000	100	1.0	0.1

251584.0	190941.0	4000	100	1.0	1.0

251584.0	196542.0	1000	200	5.0	0.001

251584.0	158179.0	2000	200	5.0	0.01

251584.0	149393.0	3000	200	5.0	0.1

251584.0	191948.0	4000	200	5.0	1.0

251584.0	175375.0	1000	300	25.0	0.001

251584.0	143849.0	2000	300	25.0	0.01

251584.0	138567.0	3000	300	25.0	0.1

251584.0	186187.0	4000	300	25.0	1.0

251584.0	196100.0	1000	400	125.0	0.001

251584.0	162420.0	2000	400	125.0	0.01

251584.0	152627.0	3000	400	125.0	0.1

251584.0	232224.0	4000	400	125.0	1.0

251584.0	186638.0	1000	100	1.0	0.001

251584.0	156850.0	2000	100	1.0	0.01

251584.0	187174.0	3000	100	1.0	0.1

251584.0	187734.0	4000	100	1.0	1.0

251584.0	186815.0	1000	200	5.0	0.001

251584.0	158363.0	2000	200	5.0	0.01

251584.0	157874.0	3000	200	5.0	0.1

251584.0	188672.0	4000	200	5.0	1.0

251584.0	164546.0	1000	300	25.0	0.001

251584.0	154213.0	2000	300	25.0	0.01

251584.0	146724.0	3000	300	25.0	0.1

251584.0	176239.0	4000	300	25.0	1.0

251584.0	176982.0	1000	400	125.0	0.001

251584.0	153427.0	2000	400	125.0	0.01

251584.0	130805.0	3000	400	125.0	0.1

251584.0	211527.0	4000	400	125.0	1.0

251584.0	191421.0	1000	100	1.0	0.001

251584.0	184639.0	2000	100	1.0	0.01

251584.0	155421.0	3000	100	1.0	0.1

251584.0	169082.0	4000	100	1.0	1.0

251584.0	171777.0	1000	200	5.0	0.001

251584.0	153283.0	2000	200	5.0	0.01

251584.0	161442.0	3000	200	5.0	0.1

251584.0	188563.0	4000	200	5.0	1.0

251584.0	186525.0	1000	300	25.0	0.001

251584.0	167992.0	2000	300	25.0	0.01

251584.0	155104.0	3000	300	25.0	0.1

251584.0	175184.0	4000	300	25.0	1.0

251584.0	167130.0	1000	400	125.0	0.001

251584.0	165273.0	2000	400	125.0	0.01

251584.0	128556.0	3000	400	125.0	0.1

251584.0	184780.0	4000	400	125.0	1.0

251584.0	176917.0	1000	100	1.0	0.001

251584.0	143068.0	2000	100	1.0	0.01

251584.0	140114.0	3000	100	1.0	0.1

251584.0	174270.0	4000	100	1.0	1.0

251584.0	183745.0	1000	200	5.0	0.001

251584.0	146575.0	2000	200	5.0	0.01

251584.0	149416.0	3000	200	5.0	0.1

251584.0	190937.0	4000	200	5.0	1.0

251584.0	187108.0	1000	300	25.0	0.001

251584.0	183623.0	2000	300	25.0	0.01

251584.0	147007.0	3000	300	25.0	0.1

251584.0	189466.0	4000	300	25.0	1.0

251584.0	182334.0	1000	400	125.0	0.001

251584.0	194309.0	2000	400	125.0	0.01

251584.0	134194.0	3000	400	125.0	0.1

251584.0	213993.0	4000	400	125.0	1.0

251584.0	180751.0	1000	100	1.0	0.001

251584.0	163872.0	2000	100	1.0	0.01

251584.0	200967.0	3000	100	1.0	0.1

251584.0	179481.0	4000	100	1.0	1.0

251584.0	189082.0	1000	200	5.0	0.001

251584.0	151677.0	2000	200	5.0	0.01

